jpg_filename,TCC
0317486b-282e-4226-b1f4-a40356c89528.jpg,0
9f656d5e-9b7b-4649-9b1f-4b3397844fc1.jpg,7
56d088cc-eda8-48e5-b514-f417c15eaacc.jpg,8
ecb3eace-16b7-4dc0-abf1-ac4e1922a354.jpg,8
7e7c9293-68b5-44b3-9afe-9a23eb95683c.jpg,8
25d802d0-c088-4530-b10e-107d5d905e4a.jpg,6
86c12d97-ba24-49b8-82c6-e912b187e113.jpg,0
7ec3699f-b955-4da4-85d7-27697408839d.jpg,1
e14c159f-0f7c-4e0b-a5de-d10889bd2cc3.jpg,1
98e57f11-8e4e-404f-8d0b-8b66662ff2c7.jpg,3
04494bdd-38c6-43e6-a57a-c24560ac66f3.jpg,1
caa8f8aa-2122-42ad-bf4a-32c4361981ef.jpg,8
82ca2f7d-44d3-4c7c-baa1-1e93dcacc68e.jpg,0
0632c17b-fd50-417e-bccc-3645aea4584e.jpg,6
05ae895b-3d6a-4797-bc93-9c3acc027771.jpg,8
fe1f20f6-9e59-4835-8ff5-a877c848115e.jpg,2
8ef5433b-61b0-47c7-8ca4-d5067abba339.jpg,3
25ccf893-c3a5-4956-bba3-9d900f44203e.jpg,8
bbfaf24f-4e74-4610-b6cc-9f75d27b041f.jpg,1
94fd986d-d562-4f3c-a724-dc9b9558d9ee.jpg,5
e726af24-3497-4535-99a1-aa144dfb76a2.jpg,6
654fcc41-19d9-4390-bd5f-0c02c85d5f2a.jpg,6
bb220d4d-5278-40e2-becc-72f9d016ca82.jpg,5
351a7b17-56d2-43bd-bc9e-6ca1904dc385.jpg,7
a0a4bd24-a571-4539-b000-7ae7e150af3a.jpg,8
2aaf91a1-b1c4-4212-a748-cedab75a22bd.jpg,5
73d3fcca-a67a-4489-adf2-5c0c98ccf660.jpg,5
4d951713-af2a-4333-85d2-8df67f2f48d5.jpg,6
c63a7bcb-a06d-456a-8a7f-cba1ffdcc66f.jpg,0
0e3471ef-999d-43e7-973e-c0f364266e2a.jpg,3
b32124c7-b120-4aac-86d7-05cdb0ddfa71.jpg,0
827e258f-c53f-4999-834f-2d2640eb2fc0.jpg,5
4fb1a5e6-8b67-4995-8594-45c853294996.jpg,1
e804d8d0-4d53-4521-ab66-8fb881dc99f4.jpg,1
9ca194fd-1d9a-410d-80ee-8bb949ce2641.jpg,1
dfeef0ab-000e-4d7e-a62b-d8174aa8677a.jpg,1
ca81f145-fcf1-4f07-9a58-20ae420480e4.jpg,0
c43097fa-25f7-4ad0-8ac7-2e2d3b30920e.jpg,8
1f14f681-ae91-4ecb-b1ca-3919223ca19c.jpg,1
cc4bcf26-f11f-4834-abd6-7d9fdfe56a9b.jpg,0
c57a68a4-5828-4dc1-a4bf-8f90e7a47609.jpg,8
a8d3236f-1512-4196-85df-6cf1a5e86298.jpg,5
77cbc6dd-c981-4d53-b640-bfe73b295c8a.jpg,5
093f9322-c804-4655-9681-11fec406175f.jpg,1
32301449-87be-4095-b0f3-2f535e7a6d7a.jpg,0
46426351-6f51-4ecd-abf1-e2f7bd86c49d.jpg,8
e5c97acc-9249-4b82-abca-65292a739d20.jpg,8
2fc78a31-b1fe-4225-b987-fa6b180cde70.jpg,8
e7b2f2ad-d18e-4efb-bead-22f915be50a6.jpg,4
38b64a38-63dc-47dd-befe-a5d02f68564f.jpg,8
628857de-e61f-4498-a09d-2f4a4c97ae34.jpg,8
2b9cda9e-06ad-44b9-bb3d-9fd3dfeff02a.jpg,5
acd5a21f-7b14-46d9-b35f-b8d1bd0dc5c9.jpg,1
a488dd37-504d-43f3-93cd-9535eef43a25.jpg,4
e37905b0-9a0b-4695-899d-c8dbd935fceb.jpg,3
9bede446-b486-42e6-8873-a80a3ddc1f89.jpg,8
ac9032fb-05e9-484f-adcb-9d162f2f0e6d.jpg,4
92b90747-83c7-4448-8438-59a28f1eafa8.jpg,8
ca22690b-e196-4c89-ad74-2428ee6901d3.jpg,7
c658e87f-af45-496c-b8fa-25ef7df56954.jpg,8
312d9206-566b-46be-b797-21a4acc92245.jpg,1
dc9838ea-8b21-43cd-befe-2240b43b19cc.jpg,1
8c4cb383-c48d-4b01-94d2-8530dd471c7d.jpg,4
3796cec8-b1e2-4fa5-9d38-36bf002bd62d.jpg,4
24a57f2b-d484-4586-a4f4-ecf66fd0ac20.jpg,4
51fec1c3-27b9-4759-9dd5-cd72219401ea.jpg,6
ee47ea31-dff2-4d43-b991-2ac5fdf20d52.jpg,7
54d38655-7c58-4d98-97ce-52da78effd4a.jpg,1
2ba35168-1153-4294-8ba4-135e389363cb.jpg,4
1c4a5ba3-e921-4157-89a4-d3a7ee87c0ca.jpg,7
ca038b16-32b0-4f21-9fb5-3a120cc49614.jpg,8
30a40318-cf7b-46bb-a80a-b792744bc9b0.jpg,7
9bc6be4b-bf58-4a69-84c2-7030b4c45049.jpg,0
48555365-843a-4b6e-be23-e72825161fde.jpg,4
6e9bcf45-68bf-4324-a53c-a70447d278d8.jpg,2
892fc806-fea3-4f45-ab2b-c176f72f06c0.jpg,2
dc5ddb60-7158-4c3b-a965-80e07472d691.jpg,1
01e6cada-e139-4dc8-a2eb-6bfce0b417ca.jpg,8
d3e19f58-40ca-4d37-bf45-8423fe551939.jpg,1
f6539bd2-d77d-46d2-acd5-d9cb448ad84d.jpg,7
8d4d6480-96a4-4878-9763-7cc02a2b6664.jpg,3
263fc540-591c-45a4-b4c1-c39c1568b7f1.jpg,8
6669b6d8-8149-4ba6-bfdb-cf9cad63caf6.jpg,4
e490573b-5dd7-4bc4-a74d-d7221d2aafd5.jpg,7
274a43b1-c89c-4239-8b65-19dd960a0f30.jpg,8
fd4cf8a8-c4c8-45e1-a7c9-037c24256b22.jpg,1
7382bfc4-bb44-4ec5-8c67-dd941c1e53c5.jpg,0
3c49b661-3522-4834-8b5b-39c06b467ec1.jpg,0
861ead5f-95e0-4a3a-acf9-4920ddd45efa.jpg,1
17eb6700-04c2-463e-95d0-80ec2619a063.jpg,3
14b0a103-3af1-450c-83e7-63aac4e6f04c.jpg,7
e56e2a01-7a1d-47fa-8ca2-19a64ad55270.jpg,3
9224800d-9dd7-4a27-a406-f7d685eeb19b.jpg,6
a1d67798-63f6-4351-9782-87405a7629be.jpg,7
87ee1272-4d39-4581-b4cf-67086ae4e44c.jpg,4
7e8d38b6-c1e3-45f3-89e0-67b9298b322c.jpg,1
3f59f671-6eef-444e-9f70-572cd3872a5b.jpg,4
ed99ac03-8d96-422f-bb03-8c1d059f5f04.jpg,7
fd1be7cb-e75b-4b1b-beb5-01269b3fa192.jpg,3
41028101-e44b-4c70-b012-6e5ec8fd0ecd.jpg,2
e58d608f-45ca-49eb-94fa-a2e4acca463b.jpg,2
ffd658ca-ed45-448e-a186-02167e2351d1.jpg,1
84a22913-c3ba-47b1-8aba-e39427165546.jpg,4
317d3890-0129-400d-98c3-81cbb693241e.jpg,0
c8664301-ad92-44d4-ae3e-cd1026f69f92.jpg,2
bffe2719-a377-4079-9bfe-e54081ef6e94.jpg,4
1995f663-0f5a-4d98-80f4-2859cf60aee2.jpg,4
e30b531c-bc98-4d3a-ab41-5da3f02f5e28.jpg,7
2f551677-26e0-48b4-8423-c6eed18099cc.jpg,1
aeb0346e-80df-4e86-9103-056271eca0fc.jpg,1
3bb89164-9956-442a-840f-687a3d6a2005.jpg,6
73389fad-40cb-46a4-8cef-332be1685e96.jpg,6
672bbcd6-0be3-4d81-94b5-3dcd92605438.jpg,6
6290f3ec-5910-4617-891e-45e2918f0119.jpg,1
6e7cd9a4-c430-48e3-88a3-1eb4cbd3ac90.jpg,8
9586351c-07e6-4319-b8c1-f7a96db707a9.jpg,6
d9e58c11-6317-4a32-b201-38842cd5c33f.jpg,4
228b1ded-a7c0-44a5-a866-e88bdbca7d9b.jpg,8
db1df4da-a0ac-4f5a-bd62-48a8c4bbc4da.jpg,5
a0735a54-4b6d-4042-b1c4-5b31039b375b.jpg,8
2284d649-43af-4d86-9cac-15b43297fed7.jpg,7
ad140b3a-a6fa-4fb3-b697-5e1e61dcf55c.jpg,2
0d1e7026-1795-4f53-8dfa-92f28feb3f58.jpg,3
53384805-07be-46a9-8228-f6d93ed77a58.jpg,8
ca7c33f9-d626-412b-b2ad-b963b4106a27.jpg,6
ab1d1f27-306e-44e8-8028-8b38aa8d2879.jpg,6
5c6b4121-918c-4f19-8b51-9bd884982a35.jpg,7
ca4c9248-868f-403b-84a2-09d97a45dfda.jpg,3
ea01d22c-6e75-471c-bd54-a3dba40e79aa.jpg,3
f85638af-dc96-46bf-a8c9-d97df4f86e49.jpg,0
4824af9a-15ec-4363-a116-c20aa9bbc564.jpg,0
b5b1a517-9ace-4b1e-924f-81cc5749c3a8.jpg,3
f89377b0-6a1b-45cc-9fbc-7d7f0247cf0d.jpg,5
55d68014-cdbd-4c62-a41f-2df745830f78.jpg,4
020f5e1b-c248-42de-90f9-0621ca2e5e7e.jpg,0
81c25276-091d-4ba8-9a0a-a9dfe53f7063.jpg,7
2fcd319f-a293-47e4-94c5-8f5659741e2b.jpg,7
58ad1885-077c-418b-b806-014da43278c7.jpg,1
9fa20049-c186-481f-aa4b-6a1a7582e801.jpg,7
800a2f37-0e58-42b2-9797-9d3ba585dc09.jpg,3
786fd63d-2f56-425a-963c-aa3b4cb7d4f7.jpg,1
3c78150e-784f-4882-b4aa-2d0b009f25b4.jpg,7
4f1d83f4-07c4-405b-89f7-2333e329db55.jpg,5
3dbeeef5-165a-4d35-856f-16bbeebe2a1a.jpg,1
97ac160e-9158-4751-ab2b-38a98e3a364e.jpg,7
6116fa20-335b-4052-a2aa-7cb32da33d4b.jpg,6
6d9395e0-8049-4a3e-8496-053d1c44bfdf.jpg,1
12a86a3c-d9dc-4855-894e-3803c8925ee7.jpg,8
e0b62bb8-931c-4c92-9d96-abe2a0a6d53c.jpg,7
f533e47f-c1b3-463d-961a-2cff4766a89a.jpg,1
f38b7b22-8af2-4151-ba81-6d38fecbaa16.jpg,8
7c6b47d0-60e2-4a66-bdeb-ca3c0e1e7ea7.jpg,3
31593433-ee83-484b-ab13-98e02f73e80b.jpg,0
2a237a83-9047-4f09-916f-925895359a92.jpg,7
a5a22c68-663b-4252-9119-e52c040e8567.jpg,1
bd625b14-1ac9-4884-bf96-0128111eb874.jpg,3
afc1fdd7-0631-42e5-9819-ecdfef8bb19c.jpg,6
6a3c0945-5471-45f1-81a8-6bd69de5fb1f.jpg,3
b6fd80ce-1430-43e5-bcab-3807afc224bc.jpg,0
208ff7f4-17f5-4045-8516-c4465cef0e01.jpg,8
187585bb-31a1-48af-9739-34ee643a7834.jpg,3
c73b0fc4-151b-44aa-9b4e-104696b99387.jpg,7
9351ec9f-5806-4c50-bd81-a0c73dbd33e9.jpg,7
f6d02986-b015-4206-80c5-6542129868f0.jpg,5
35326339-38cb-485a-b46a-e26755dd1f7a.jpg,0
d4656833-61f7-4484-ac29-9827febea857.jpg,8
8d5c0129-0c63-4bb9-9ba7-1b24b4c8842f.jpg,3
9b31d7f1-f6e3-4b08-9739-c3be3f5c2225.jpg,1
45ff6e54-5814-4d3d-8180-d8f1e07af37f.jpg,3
f37af6c3-736b-4437-a165-c2d62b16ba78.jpg,7
d2538131-b42c-4fd2-af4f-7520c217a9f1.jpg,3
544d5f6c-f58e-41dd-827e-4aec03a6ce95.jpg,2
48ce5c29-10b6-4161-afc9-5bc0b061903f.jpg,6
88a7713c-f95c-43a2-9d66-315f26da6e40.jpg,0
54160da8-127b-4429-970a-3c7ce4b75564.jpg,6
4dea422e-fc74-4436-8202-b3a6ba59f0d1.jpg,6
80e7235d-95c2-49c7-8798-a984432a1885.jpg,7
c9c2d036-e96a-4188-b019-e47ebce980df.jpg,0
9ee08e88-4a99-4081-afe3-fef96f42c0aa.jpg,8
6106ab7f-06e0-4072-9f99-f2bc89c571c1.jpg,0
17c14ba1-40d5-4139-aef8-56d7aee6d828.jpg,1
47dad554-e96e-4883-a426-5f9487335ed3.jpg,3
eb57977e-325d-4f78-bac1-fda9c39bdce2.jpg,6
107b4196-67e7-4f93-9857-787958ecc9f7.jpg,4
05a341df-4e96-47cb-8eb9-703fc3f662dd.jpg,2
bbf98332-b473-418a-8fb5-fb24a9a1ae12.jpg,5
f966fe59-9d9e-4a92-a69d-80dadeed7d37.jpg,6
6828ebdd-b9f8-45b0-9f5a-13e3352e1152.jpg,7
2b435023-a2c9-402a-8f7b-c03e0036121e.jpg,0
f24888fa-7f96-4cba-bf00-21f113f68ae5.jpg,1
9d5b91d6-1403-4ed5-b4eb-45a89d1d58c5.jpg,7
903f3606-7401-4e72-9d30-f529c091164f.jpg,2
9d772661-78ec-49ad-8663-7292d0d1335d.jpg,2
19b593bb-348d-46be-924d-da0ce24b3ddd.jpg,1
b02c62c4-0eae-4377-a0ba-a97b68c11265.jpg,3
09faf9bf-4755-456c-b261-37389abfca7d.jpg,6
5c906134-3e30-4b9d-9013-a91d3e064268.jpg,3
03075c98-2ebc-4332-a401-cc6d7c0bbd90.jpg,0
455c66ba-629c-4ffb-b25b-a7cd693edb3a.jpg,6
2fcbd1b9-9aff-4ec4-8aa7-aef090b40fea.jpg,8
27293a6e-350b-404a-a0bb-64a1fcf2acdb.jpg,2
ce2ac0e4-4bb6-4830-a18c-4e84775a1f95.jpg,1
ebb52078-9838-4a73-8584-40e80665b2c2.jpg,5
71ca832b-3954-4fc9-b24c-684de8d0d33c.jpg,6
a3b09c99-5a22-4339-8f76-3df1f87c6ccd.jpg,1
ff8789c4-7683-4bc8-84f0-998a7505c032.jpg,7
3a3c6871-388c-4c70-a162-b23cfda88e89.jpg,1
3b2fe19f-6601-4003-8aa4-e5ed11f2bdf7.jpg,5
d45ab933-ae34-4f34-88cc-a3fa0d42fdcc.jpg,0
a0d913e7-cb91-4722-85e1-21ac0a5e308f.jpg,2
5e9a3ab6-f12c-4249-84b8-7a9d786a0251.jpg,3
200d28f6-f84e-4f87-8730-323a6e0a2e08.jpg,2
11754227-4fc8-4778-9f9c-b3a60e010205.jpg,4
61da2b13-8630-4275-89c3-a686954354ec.jpg,0
6b846f9e-b767-46dc-9583-9f44d128eea9.jpg,8
7bc0c014-db0f-4ae3-8895-a6f6fe003f43.jpg,1
56a00904-d11e-4466-8d62-b80c0cbd2a99.jpg,6
df832f68-4f5d-4d14-b447-ad2226643cec.jpg,8
577ba873-7bad-4b9c-b3f4-9121999cfa31.jpg,0
2154f3ab-cb9e-43a2-b456-027f10c9a399.jpg,8
f542d64f-f6f6-4ab4-b670-4c1cc2b4f148.jpg,0
a7a633bb-3ffc-46ba-ae17-d92077506efa.jpg,8
16111959-4f57-43b0-a6f4-a6950e8ff0d0.jpg,8
3f719dd6-939c-49b1-a6f8-7173679e0a59.jpg,0
02c71683-d805-4969-8f05-79ab1610f17b.jpg,1
02f72463-3fdd-488d-8aa2-4374c314a1fa.jpg,1
68cae996-c21d-44f0-a9db-adbaebde90ef.jpg,6
06090a4e-60be-4b7b-b80a-7b8c0f281c2a.jpg,8
3b3dee7e-2228-4359-a5cc-6bff7295bcbc.jpg,3
752dcef9-ba6f-4496-b937-5429917aff21.jpg,0
fac2584c-f1f5-4315-98b0-729e097069c7.jpg,8
67021229-8c5a-41bf-a0aa-7e1c908f9f37.jpg,0
019b1e15-6e73-4ab8-8cb6-8522c67d11c5.jpg,4
fa8919db-c6d2-4220-95eb-f905b57f20f0.jpg,8
3bd7ca4c-96cb-4588-979c-aa4d4270f451.jpg,4
8d22d4cb-ab69-434e-83e1-e46f4b9465b7.jpg,3
7703d556-31fc-4d61-aa74-50c6b13febea.jpg,6
f4992474-d2f9-4773-b592-bec17ae48724.jpg,0
62205844-6393-48da-80c6-77769478032e.jpg,8
b66e4079-89e5-471d-ada3-d89c0b40d9d7.jpg,3
7e41ed10-d55f-44b6-a51a-bf8242656ee0.jpg,4
633e5705-3693-46f7-b3e5-e6358c152192.jpg,3
7c4d4f2a-9ee7-4534-81bc-aff39b053703.jpg,1
71f980b7-ead6-4797-a083-bd90880364f1.jpg,1
561437fe-9d65-45e5-87c8-5592faca1f57.jpg,8
4e30d35d-5e79-4d63-9a73-ab554585a1d5.jpg,1
53d3653b-8037-4926-a10b-070266a5b0db.jpg,0
5ef21201-1a14-47e7-98a4-ccee5d130175.jpg,0
569d564c-004d-4d22-9aad-78d064b8a525.jpg,7
54b4dcd7-f3b3-4d77-9378-109220128494.jpg,2
b84f863b-4ebd-447d-8c86-9135bb317c90.jpg,3
af16831d-36bc-4679-a8ea-31341ee80fd7.jpg,3
bcb684ff-26de-4521-91be-809c35d66333.jpg,0
8fdf4f93-1f0b-4ffe-8f4d-ac60bc4045d2.jpg,5
a25806c0-2666-44f9-b944-130d02206745.jpg,5
4969326c-c8f0-4fe1-b43f-43b177bf723e.jpg,5
fe01d901-4dc0-42a5-a013-e07eb9e040da.jpg,3
d89834c0-f5d5-48e4-ab28-d583223f35e0.jpg,1
e74ce9fa-0d8a-4004-b977-615fbeda711c.jpg,1
cbb62a72-53d9-4d2d-b7be-2894f6950a92.jpg,0
63493e19-4175-43be-85b7-657d117872b2.jpg,3
4e3a5ec0-be1f-40fc-a600-d1608167486b.jpg,3
cc28bc37-3dd3-4202-9ca6-12163d76ee78.jpg,8
4c8e7c26-0ef1-445d-bd81-532096a6d3ae.jpg,3
0c64822b-11c9-475d-9716-c2443f5979fa.jpg,8
f90519fe-85a1-452e-a7fe-6ee244192fde.jpg,6
ca931b29-8b67-4395-9547-50a0b320e574.jpg,8
9f0009cc-e705-49fa-8d4c-f55214379c29.jpg,5
195e2b8e-0d56-4723-b6c3-528c83c01307.jpg,8
d5e53a75-1d1b-4052-9e85-f97f2e01e53f.jpg,0
7e7531a2-a30a-4a56-9bc4-535bd92d1e30.jpg,0
daac1d19-acf5-4181-952c-757b6d702b16.jpg,8
ee0f04c3-f35d-41db-9004-2de9f3b2afd5.jpg,2
302c0122-6d6d-4913-83a0-23beed58a617.jpg,8
